	SPU_peptide	diadema.best
OG0000026	SPU_000266, SPU_024370	TRINITY_DN126066_c0_g1_i1.p1.p1, TRINITY_DN131488_c0_g1_i1.p1.p1, TRINITY_DN138371_c1_g1_i1.p1.p1, TRINITY_DN16179_c0_g1_i1.p1.p1, TRINITY_DN16179_c0_g1_i12.p1.p1, TRINITY_DN16179_c0_g1_i3.p1.p1, TRINITY_DN170952_c0_g1_i2.p1.p1, TRINITY_DN19386_c0_g1_i1.p1.p1, TRINITY_DN217120_c0_g2_i2.p1.p1, TRINITY_DN217120_c0_g2_i4.p1.p1, TRINITY_DN322850_c0_g1_i1.p1.p1, TRINITY_DN380439_c0_g1_i1.p1.p1, TRINITY_DN42521_c0_g1_i4.p1.p1, TRINITY_DN42521_c0_g1_i5.p1.p1, TRINITY_DN56716_c0_g1_i13.p1.p1, TRINITY_DN56716_c0_g1_i5.p1.p1, TRINITY_DN68479_c0_g1_i1.p1.p1, TRINITY_DN7488_c5_g1_i7.p1.p1, TRINITY_DN7488_c5_g1_i8.p1.p1, TRINITY_DN91391_c0_g1_i1.p1.p1
OG0000027	SPU_018178	TRINITY_DN103318_c0_g2_i1.p1.p1, TRINITY_DN115818_c0_g1_i2.p1.p1, TRINITY_DN115818_c0_g1_i6.p1.p1, TRINITY_DN12136_c0_g1_i5.p1.p1, TRINITY_DN146888_c0_g1_i1.p1.p1, TRINITY_DN179582_c0_g1_i2.p1.p1, TRINITY_DN230012_c0_g1_i1.p1.p1, TRINITY_DN232109_c0_g1_i1.p1.p1, TRINITY_DN296483_c0_g1_i2.p1.p1, TRINITY_DN323194_c0_g1_i1.p1.p1, TRINITY_DN325142_c0_g1_i1.p1.p1, TRINITY_DN349087_c0_g1_i1.p1.p1, TRINITY_DN4172_c0_g1_i11.p1.p1, TRINITY_DN4172_c0_g1_i13.p1.p1, TRINITY_DN4172_c0_g1_i3.p2.p2, TRINITY_DN61591_c0_g1_i1.p1.p1, TRINITY_DN84297_c0_g1_i4.p1.p1, TRINITY_DN9130_c0_g1_i11.p1.p1, TRINITY_DN9130_c0_g1_i5.p1.p1, TRINITY_DN9130_c0_g1_i8.p1.p1, TRINITY_DN92756_c0_g1_i2.p1.p1
OG0000028	SPU_001650, SPU_002803, SPU_003846, SPU_009459, SPU_009933, SPU_009952, SPU_011277, SPU_015553, SPU_016388, SPU_016554, SPU_018380, SPU_019661, SPU_020258, SPU_021283, SPU_021502, SPU_021907, SPU_021908, SPU_024501, SPU_024590, SPU_027735	TRINITY_DN248221_c0_g1_i1.p1.p1
OG0000029	SPU_002351, SPU_005284, SPU_006507, SPU_006918, SPU_006919, SPU_006920, SPU_007573, SPU_008106, SPU_011556, SPU_011557, SPU_011591, SPU_011592, SPU_011593, SPU_013263, SPU_020832, SPU_022218, SPU_022219, SPU_024603, SPU_028335	TRINITY_DN195947_c0_g1_i1.p1.p1, TRINITY_DN271262_c0_g1_i1.p1.p1
OG0000030	SPU_000141, SPU_000389, SPU_000543, SPU_001027, SPU_002144, SPU_002870, SPU_005115, SPU_007983, SPU_008100, SPU_012463, SPU_013190, SPU_013668, SPU_014375, SPU_018153, SPU_019135, SPU_019576, SPU_024360, SPU_026416	TRINITY_DN57931_c0_g1_i3.p1.p1, TRINITY_DN6561_c13_g1_i1.p1.p1
OG0000031	SPU_000087, SPU_000624, SPU_001630, SPU_002745, SPU_003080, SPU_003670, SPU_005750, SPU_006863, SPU_008588, SPU_008594, SPU_009120, SPU_010044, SPU_015046, SPU_016751, SPU_020277, SPU_021710, SPU_024937, SPU_025594, SPU_027319, SPU_027755	
OG0000032	SPU_000507, SPU_000698, SPU_000699, SPU_001167, SPU_001169, SPU_004742, SPU_009062, SPU_010499, SPU_010810, SPU_017868, SPU_024463, SPU_025359, SPU_025474, SPU_026391, SPU_026425, SPU_026821	TRINITY_DN157443_c1_g2_i3.p1.p1, TRINITY_DN411754_c0_g1_i1.p1.p1, TRINITY_DN6491_c0_g1_i4.p1.p3, TRINITY_DN6491_c0_g1_i9.p1.p1
OG0000033		TRINITY_DN100454_c0_g1_i2.p1.p1, TRINITY_DN104768_c0_g1_i1.p1.p1, TRINITY_DN107303_c0_g1_i1.p1.p1, TRINITY_DN183161_c0_g1_i2.p1.p1, TRINITY_DN183161_c0_g2_i1.p1.p1, TRINITY_DN191312_c0_g1_i1.p1.p1, TRINITY_DN221401_c0_g1_i1.p1.p1, TRINITY_DN246957_c0_g1_i1.p1.p1, TRINITY_DN295296_c0_g1_i1.p1.p1, TRINITY_DN318743_c0_g1_i1.p1.p1, TRINITY_DN318743_c0_g1_i2.p1.p1, TRINITY_DN32735_c0_g1_i2.p1.p1, TRINITY_DN353610_c0_g1_i1.p1.p1, TRINITY_DN359483_c0_g1_i1.p1.p1, TRINITY_DN40701_c0_g1_i18.p1.p1, TRINITY_DN46750_c0_g1_i2.p1.p1, TRINITY_DN73803_c1_g1_i5.p1.p1, TRINITY_DN73803_c1_g1_i7.p1.p1, TRINITY_DN76567_c0_g1_i1.p1.p1, TRINITY_DN76567_c0_g2_i1.p1.p1
OG0000034	SPU_001760, SPU_003101, SPU_004805, SPU_006819, SPU_006821, SPU_006822, SPU_009580, SPU_013019, SPU_013024, SPU_013025, SPU_013026, SPU_013027, SPU_013028, SPU_013029, SPU_019252, SPU_023619, SPU_023620, SPU_023621	TRINITY_DN5930_c1_g1_i6.p1.p1
OG0000035	SPU_000633, SPU_004400, SPU_005189, SPU_005414, SPU_007652, SPU_008430, SPU_008932, SPU_012011, SPU_016481, SPU_017457, SPU_019967, SPU_022555, SPU_025282, SPU_025853	TRINITY_DN122665_c0_g1_i8.p1.p1, TRINITY_DN15278_c0_g1_i2.p1.p1, TRINITY_DN295354_c0_g1_i1.p1.p1, TRINITY_DN59626_c0_g1_i3.p1.p1
OG0000036	SPU_000120, SPU_001082, SPU_002440, SPU_002771, SPU_005139, SPU_006273, SPU_006295, SPU_006774, SPU_007608, SPU_010154, SPU_013474, SPU_014458, SPU_026551, SPU_027732, SPU_028513	TRINITY_DN164164_c0_g1_i2.p1.p1, TRINITY_DN48433_c0_g1_i1.p2.p1, TRINITY_DN6551_c2_g1_i1.p1.p1
OG0000037	SPU_001691, SPU_005612, SPU_009138	TRINITY_DN107078_c0_g1_i2.p1.p1, TRINITY_DN114161_c0_g1_i1.p1.p1, TRINITY_DN123022_c0_g1_i2.p1.p1, TRINITY_DN151884_c0_g1_i1.p1.p1, TRINITY_DN192440_c0_g1_i1.p1.p1, TRINITY_DN221029_c0_g1_i2.p1.p1, TRINITY_DN225163_c0_g1_i1.p1.p1, TRINITY_DN22795_c0_g1_i3.p1.p1, TRINITY_DN285521_c0_g1_i1.p1.p1, TRINITY_DN326982_c0_g1_i1.p1.p1, TRINITY_DN336594_c0_g1_i1.p1.p1, TRINITY_DN35216_c1_g1_i5.p1.p1, TRINITY_DN397312_c0_g1_i1.p1.p1, TRINITY_DN53341_c0_g1_i1.p1.p1, TRINITY_DN53341_c1_g1_i2.p1.p1
OG0000038	SPU_002021, SPU_013394	TRINITY_DN104819_c3_g1_i1.p1.p1, TRINITY_DN111494_c0_g1_i6.p1.p1, TRINITY_DN116442_c0_g1_i3.p1.p1, TRINITY_DN18875_c2_g1_i3.p1.p1, TRINITY_DN18875_c4_g1_i1.p1.p1, TRINITY_DN34757_c0_g1_i3.p1.p1, TRINITY_DN355340_c0_g1_i1.p1.p1, TRINITY_DN39066_c0_g1_i1.p1.p1, TRINITY_DN39066_c0_g2_i1.p1.p1, TRINITY_DN56659_c0_g1_i5.p1.p1, TRINITY_DN63272_c0_g3_i2.p1.p1, TRINITY_DN78168_c0_g1_i1.p1.p1, TRINITY_DN78168_c1_g1_i3.p1.p1, TRINITY_DN82051_c0_g1_i2.p1.p1, TRINITY_DN83225_c0_g1_i1.p1.p1, TRINITY_DN93163_c0_g1_i13.p1.p1
OG0000039	SPU_002408, SPU_011643, SPU_011644	TRINITY_DN101683_c1_g1_i1.p3.p1, TRINITY_DN119265_c0_g1_i2.p1.p1, TRINITY_DN133208_c0_g1_i1.p1.p1, TRINITY_DN17038_c0_g1_i1.p1.p1, TRINITY_DN20338_c0_g1_i6.p2.p1, TRINITY_DN27870_c1_g1_i3.p1.p1, TRINITY_DN320002_c0_g1_i1.p1.p1, TRINITY_DN340352_c0_g1_i1.p1.p1, TRINITY_DN55104_c0_g1_i2.p1.p1, TRINITY_DN6464_c3_g1_i1.p1.p1, TRINITY_DN72086_c1_g1_i1.p1.p1, TRINITY_DN72513_c0_g1_i4.p1.p1, TRINITY_DN76952_c0_g1_i1.p1.p1, TRINITY_DN78426_c0_g1_i4.p1.p1, TRINITY_DN912_c0_g1_i1.p2.p2
OG0000040	SPU_001797, SPU_002454, SPU_002976, SPU_003356, SPU_007076, SPU_011149, SPU_011150, SPU_012842, SPU_014904, SPU_014905, SPU_018160, SPU_022738, SPU_022739, SPU_022740, SPU_022741, SPU_026997, SPU_026998	
OG0000041	SPU_000103, SPU_001523, SPU_004650, SPU_005748, SPU_006152, SPU_008696, SPU_009385, SPU_010132, SPU_010860, SPU_015020, SPU_016851, SPU_017668, SPU_018276, SPU_019757, SPU_028090, SPU_028459, SPU_028509	
OG0000042		TRINITY_DN16179_c5_g1_i2.p1.p1, TRINITY_DN241287_c0_g1_i3.p1.p1, TRINITY_DN242357_c0_g1_i6.p1.p1, TRINITY_DN259210_c0_g2_i2.p1.p1, TRINITY_DN28815_c0_g1_i1.p1.p1, TRINITY_DN28815_c0_g3_i1.p1.p1, TRINITY_DN33393_c0_g1_i11.p1.p1, TRINITY_DN33393_c0_g1_i5.p1.p1, TRINITY_DN35996_c0_g1_i10.p1.p1, TRINITY_DN35996_c0_g1_i3.p1.p1, TRINITY_DN35996_c0_g1_i9.p1.p1, TRINITY_DN387549_c0_g1_i1.p1.p1, TRINITY_DN392376_c0_g1_i1.p1.p1, TRINITY_DN54842_c0_g1_i2.p1.p1, TRINITY_DN7488_c3_g2_i2.p1.p1, TRINITY_DN83990_c0_g1_i6.p1.p1, TRINITY_DN91303_c0_g1_i3.p1.p1
OG0000043	SPU_005248, SPU_007118, SPU_009222, SPU_011167, SPU_012121, SPU_012942, SPU_014450, SPU_017005, SPU_017520, SPU_018258, SPU_018601, SPU_026208, SPU_028067, SPU_028297, SPU_028846	TRINITY_DN287088_c0_g1_i1.p1.p1
OG0000044	SPU_000673, SPU_001994, SPU_003126, SPU_003814, SPU_005820, SPU_007715, SPU_008166, SPU_009654, SPU_009988, SPU_010291, SPU_017979, SPU_024542	TRINITY_DN232257_c0_g1_i1.p1.p1, TRINITY_DN319055_c0_g1_i1.p1.p1, TRINITY_DN61549_c0_g1_i2.p1.p1, TRINITY_DN90627_c0_g1_i1.p1.p1
OG0000045	SPU_025933	TRINITY_DN103422_c0_g1_i1.p1.p1, TRINITY_DN103422_c1_g1_i1.p1.p1, TRINITY_DN103422_c2_g1_i1.p1.p1, TRINITY_DN105373_c0_g1_i1.p1.p1, TRINITY_DN105373_c1_g1_i2.p1.p1, TRINITY_DN12904_c0_g1_i1.p1.p1, TRINITY_DN12904_c0_g1_i2.p1.p1, TRINITY_DN134067_c0_g2_i3.p1.p1, TRINITY_DN34589_c0_g1_i3.p1.p2, TRINITY_DN34589_c0_g1_i4.p1.p1, TRINITY_DN3958_c2_g1_i2.p1.p1, TRINITY_DN408980_c0_g1_i1.p1.p1, TRINITY_DN54440_c0_g1_i1.p1.p1, TRINITY_DN54440_c0_g1_i2.p1.p1, TRINITY_DN85542_c0_g1_i3.p1.p1
OG0000046	SPU_002829, SPU_016230, SPU_022906	TRINITY_DN14375_c0_g1_i2.p1.p1, TRINITY_DN14375_c0_g1_i4.p1.p1, TRINITY_DN14375_c1_g2_i1.p1.p1, TRINITY_DN236533_c0_g1_i1.p1.p1, TRINITY_DN303946_c0_g1_i1.p1.p1, TRINITY_DN405544_c0_g1_i1.p1.p1, TRINITY_DN64026_c1_g2_i2.p1.p1, TRINITY_DN82382_c0_g1_i5.p1.p1, TRINITY_DN82382_c0_g1_i8.p1.p1, TRINITY_DN82382_c0_g1_i9.p1.p1, TRINITY_DN82382_c1_g1_i1.p1.p1, TRINITY_DN95744_c0_g1_i2.p1.p1
OG0000047	SPU_001379, SPU_008338, SPU_018277	TRINITY_DN147254_c0_g1_i4.p1.p1, TRINITY_DN20926_c0_g1_i10.p1.p1, TRINITY_DN229142_c0_g1_i1.p1.p1, TRINITY_DN29878_c0_g1_i7.p1.p1, TRINITY_DN31505_c0_g1_i3.p1.p1, TRINITY_DN31505_c0_g1_i6.p1.p1, TRINITY_DN320010_c0_g1_i1.p1.p1, TRINITY_DN33530_c0_g1_i3.p1.p1, TRINITY_DN54661_c0_g2_i1.p1.p1, TRINITY_DN86353_c0_g1_i1.p1.p1, TRINITY_DN99122_c0_g1_i3.p2.p2
OG0000048	SPU_003227, SPU_003774, SPU_004014, SPU_004019, SPU_010099, SPU_013860, SPU_016771, SPU_016772	TRINITY_DN15223_c0_g1_i6.p1.p1, TRINITY_DN254454_c0_g1_i1.p1.p1, TRINITY_DN27548_c0_g1_i1.p1.p1, TRINITY_DN27548_c0_g1_i1.p2.p2, TRINITY_DN318878_c0_g1_i1.p1.p1, TRINITY_DN49954_c0_g1_i1.p1.p1
OG0000049	SPU_001095, SPU_001096, SPU_016728, SPU_020877, SPU_020878	TRINITY_DN131572_c0_g1_i1.p1.p1, TRINITY_DN133512_c0_g1_i1.p1.p1, TRINITY_DN1810_c0_g1_i1.p1.p1, TRINITY_DN25858_c0_g1_i6.p1.p1, TRINITY_DN3032_c0_g2_i7.p1.p1, TRINITY_DN31907_c0_g1_i6.p1.p1, TRINITY_DN5183_c0_g1_i14.p1.p1, TRINITY_DN7586_c0_g2_i1.p1.p1, TRINITY_DN8568_c0_g1_i3.p1.p1
OG0000050	SPU_008191	TRINITY_DN119704_c0_g2_i1.p1.p1, TRINITY_DN124258_c0_g1_i1.p1.p1, TRINITY_DN182540_c0_g1_i2.p1.p1, TRINITY_DN184244_c0_g1_i2.p1.p1, TRINITY_DN261254_c0_g1_i1.p1.p1, TRINITY_DN303883_c0_g1_i1.p1.p1, TRINITY_DN34905_c0_g1_i1.p1.p1, TRINITY_DN374833_c0_g1_i1.p1.p1, TRINITY_DN390619_c0_g1_i1.p1.p1, TRINITY_DN416800_c0_g1_i1.p1.p1, TRINITY_DN84061_c0_g1_i11.p1.p1, TRINITY_DN84061_c0_g1_i2.p1.p1, TRINITY_DN84061_c0_g1_i6.p1.p1
OG0000051		TRINITY_DN108942_c0_g1_i2.p1.p1, TRINITY_DN123916_c0_g1_i1.p1.p1, TRINITY_DN148446_c0_g1_i1.p1.p1, TRINITY_DN270103_c0_g1_i1.p1.p1, TRINITY_DN296411_c0_g1_i1.p1.p1, TRINITY_DN307209_c0_g1_i1.p1.p1, TRINITY_DN335848_c0_g1_i1.p1.p1, TRINITY_DN341838_c0_g1_i1.p1.p1, TRINITY_DN347922_c0_g1_i1.p1.p1, TRINITY_DN379616_c0_g1_i1.p1.p1, TRINITY_DN417318_c0_g1_i1.p1.p1, TRINITY_DN56625_c0_g1_i2.p1.p1, TRINITY_DN66404_c0_g1_i4.p1.p1, TRINITY_DN66404_c0_g2_i1.p1.p1
OG0000052	SPU_012388, SPU_018014	TRINITY_DN148255_c0_g1_i1.p1.p1, TRINITY_DN26453_c0_g1_i5.p1.p1, TRINITY_DN26453_c0_g1_i7.p1.p1, TRINITY_DN26453_c1_g1_i1.p1.p1, TRINITY_DN304317_c0_g1_i1.p1.p1, TRINITY_DN309773_c0_g1_i1.p1.p1, TRINITY_DN387394_c0_g1_i1.p1.p1, TRINITY_DN66079_c0_g1_i2.p1.p1, TRINITY_DN66079_c0_g2_i1.p1.p1, TRINITY_DN66079_c0_g2_i3.p1.p1, TRINITY_DN71579_c0_g1_i1.p1.p1
OG0000053	SPU_005018, SPU_009763, SPU_011344, SPU_012749, SPU_014857, SPU_018547, SPU_020444, SPU_025373, SPU_027409	TRINITY_DN150015_c0_g1_i1.p1.p1, TRINITY_DN320672_c0_g1_i1.p1.p1, TRINITY_DN40215_c0_g1_i4.p1.p1, TRINITY_DN40215_c0_g1_i6.p1.p1
OG0000054	SPU_000551, SPU_003163, SPU_004678, SPU_004679, SPU_006925, SPU_007178, SPU_013442, SPU_017551, SPU_023007, SPU_026744	TRINITY_DN198277_c0_g1_i1.p1.p1, TRINITY_DN7829_c0_g1_i3.p1.p1, TRINITY_DN95702_c0_g1_i3.p1.p1
OG0000055	SPU_000916, SPU_016509, SPU_024595	TRINITY_DN48102_c0_g1_i1.p1.p1, TRINITY_DN48102_c0_g1_i12.p2.p2, TRINITY_DN48102_c0_g1_i13.p1.p1, TRINITY_DN48102_c0_g1_i14.p2.p2, TRINITY_DN48102_c0_g1_i15.p1.p1, TRINITY_DN48102_c0_g1_i3.p1.p1, TRINITY_DN48102_c0_g1_i5.p1.p1, TRINITY_DN48102_c0_g1_i6.p1.p1, TRINITY_DN48102_c0_g1_i8.p1.p1, TRINITY_DN48102_c0_g1_i9.p1.p1
OG0000056	SPU_003962, SPU_005289, SPU_007689, SPU_016325	TRINITY_DN14822_c0_g1_i5.p1.p1, TRINITY_DN174547_c0_g1_i1.p1.p1, TRINITY_DN26261_c0_g1_i3.p1.p1, TRINITY_DN26261_c0_g1_i4.p1.p1, TRINITY_DN32487_c0_g1_i10.p1.p1, TRINITY_DN46600_c0_g1_i6.p1.p1, TRINITY_DN50794_c0_g1_i2.p1.p1, TRINITY_DN96219_c0_g1_i2.p1.p1, TRINITY_DN9931_c2_g1_i3.p1.p1
OG0000057	SPU_006141, SPU_028185	TRINITY_DN107564_c0_g1_i5.p1.p1, TRINITY_DN148443_c0_g1_i1.p1.p1, TRINITY_DN16854_c1_g1_i2.p1.p1, TRINITY_DN31116_c2_g1_i1.p1.p1, TRINITY_DN43801_c0_g1_i3.p1.p1, TRINITY_DN52643_c2_g1_i1.p1.p1, TRINITY_DN52643_c2_g2_i4.p2.p1, TRINITY_DN62419_c0_g1_i11.p2.p1, TRINITY_DN80795_c0_g1_i7.p1.p1, TRINITY_DN85509_c0_g1_i6.p1.p1, TRINITY_DN93010_c0_g1_i4.p1.p1
OG0000058	SPU_008257, SPU_028766	TRINITY_DN101279_c1_g1_i5.p1.p1, TRINITY_DN101279_c1_g1_i6.p1.p1, TRINITY_DN19363_c0_g1_i9.p1.p1, TRINITY_DN34162_c0_g1_i4.p1.p1, TRINITY_DN49580_c2_g1_i3.p1.p1, TRINITY_DN52777_c0_g1_i3.p1.p1, TRINITY_DN52777_c0_g3_i3.p1.p1, TRINITY_DN76935_c0_g1_i2.p1.p1, TRINITY_DN78818_c0_g1_i1.p1.p1, TRINITY_DN79000_c1_g1_i1.p1.p1, TRINITY_DN88586_c0_g1_i1.p1.p1
OG0000059	SPU_010048, SPU_010049, SPU_010050	TRINITY_DN113258_c0_g1_i4.p2.p1, TRINITY_DN24757_c0_g1_i4.p2.p1, TRINITY_DN296398_c0_g1_i1.p1.p1, TRINITY_DN31472_c1_g1_i4.p1.p1, TRINITY_DN408618_c0_g1_i1.p1.p1, TRINITY_DN42033_c0_g1_i2.p2.p1, TRINITY_DN66330_c0_g1_i6.p1.p1, TRINITY_DN74884_c0_g1_i1.p1.p1, TRINITY_DN82343_c0_g1_i6.p1.p1, TRINITY_DN93361_c0_g1_i1.p1.p1
OG0000060	SPU_005182, SPU_010678, SPU_012439, SPU_017239, SPU_018503	TRINITY_DN3055_c0_g1_i11.p1.p1, TRINITY_DN3055_c0_g1_i4.p2.p2, TRINITY_DN3055_c0_g1_i9.p1.p1, TRINITY_DN324523_c0_g1_i1.p1.p1, TRINITY_DN44345_c0_g1_i1.p1.p1, TRINITY_DN51171_c0_g1_i1.p1.p1, TRINITY_DN83830_c0_g1_i1.p1.p1
OG0000061	SPU_012978, SPU_013447, SPU_014589, SPU_018059, SPU_019917, SPU_026514, SPU_027385, SPU_027443, SPU_027871, SPU_027948	TRINITY_DN145641_c0_g1_i1.p1.p1, TRINITY_DN88240_c1_g1_i4.p1.p1
OG0000062	SPU_003606, SPU_003607, SPU_005668, SPU_007306, SPU_010143, SPU_010563, SPU_010576, SPU_012500, SPU_026360, SPU_028699, SPU_028934	TRINITY_DN116422_c0_g1_i2.p1.p1
OG0000063	SPU_000883, SPU_002679, SPU_005706, SPU_008824, SPU_009174, SPU_016584, SPU_018703, SPU_019697, SPU_021393, SPU_027183	TRINITY_DN119899_c0_g1_i1.p1.p1, TRINITY_DN169936_c0_g1_i1.p1.p1
OG0000064	SPU_000710, SPU_013530, SPU_013531, SPU_013532, SPU_013533, SPU_019911, SPU_020936, SPU_021295, SPU_022123, SPU_022124, SPU_028493	TRINITY_DN263573_c0_g1_i1.p1.p1
OG0000065	SPU_010575, SPU_013111, SPU_016457, SPU_017735, SPU_018928, SPU_019834, SPU_019835, SPU_026274, SPU_026275, SPU_030095, SPU_030135	TRINITY_DN137483_c0_g1_i2.p1.p1
OG0000066	SPU_006483, SPU_013445, SPU_015862, SPU_015863, SPU_018779, SPU_018828, SPU_019919, SPU_020910, SPU_022297, SPU_024673, SPU_025374, SPU_027759	
OG0000067	SPU_008955, SPU_009074, SPU_009880, SPU_017862, SPU_017863, SPU_017864, SPU_017865, SPU_017866, SPU_020934, SPU_022810, SPU_022811	TRINITY_DN414434_c0_g1_i1.p1.p1
OG0000068	SPU_002718, SPU_010466, SPU_019865, SPU_026743	TRINITY_DN173656_c0_g1_i2.p1.p1, TRINITY_DN27434_c0_g1_i3.p2.p1, TRINITY_DN27434_c0_g3_i1.p1.p1, TRINITY_DN324680_c0_g1_i1.p1.p1, TRINITY_DN351954_c0_g1_i1.p1.p1, TRINITY_DN380255_c0_g1_i1.p1.p1, TRINITY_DN382472_c0_g1_i1.p1.p1, TRINITY_DN5709_c0_g1_i1.p1.p1
OG0000069	SPU_000581, SPU_000582, SPU_003543, SPU_003544, SPU_003837, SPU_008422, SPU_009554, SPU_016628, SPU_023086, SPU_023497	TRINITY_DN163055_c0_g1_i5.p1.p1, TRINITY_DN91296_c0_g1_i2.p1.p1
OG0000070	SPU_001857, SPU_003023, SPU_012392, SPU_012569, SPU_016460, SPU_016461, SPU_017825, SPU_018942, SPU_020976, SPU_026674, SPU_026675, SPU_028533	
OG0000071	SPU_002421, SPU_009297, SPU_013949	TRINITY_DN13048_c0_g1_i1.p2.p2, TRINITY_DN13725_c5_g1_i2.p1.p1, TRINITY_DN142783_c0_g1_i1.p1.p1, TRINITY_DN16509_c1_g1_i1.p1.p1, TRINITY_DN168001_c0_g1_i3.p1.p1, TRINITY_DN35891_c0_g1_i12.p1.p1, TRINITY_DN35891_c0_g1_i13.p1.p1, TRINITY_DN35891_c0_g1_i9.p1.p1, TRINITY_DN98440_c0_g1_i7.p2.p1
OG0000072	SPU_008983, SPU_016212	TRINITY_DN104133_c0_g1_i1.p1.p1, TRINITY_DN106570_c0_g1_i1.p1.p1, TRINITY_DN106570_c0_g1_i2.p1.p1, TRINITY_DN141135_c0_g1_i1.p1.p1, TRINITY_DN19271_c0_g2_i1.p1.p1, TRINITY_DN61002_c0_g1_i2.p1.p1, TRINITY_DN62136_c0_g1_i4.p1.p1, TRINITY_DN68613_c0_g2_i1.p1.p1, TRINITY_DN68613_c0_g2_i2.p1.p1, TRINITY_DN97631_c0_g1_i2.p1.p1
OG0000073	SPU_014723, SPU_014724, SPU_017966, SPU_023104, SPU_023726, SPU_027536, SPU_027990	TRINITY_DN14904_c0_g1_i10.p1.p1, TRINITY_DN14904_c0_g1_i2.p5.p2, TRINITY_DN14904_c0_g1_i3.p2.p1, TRINITY_DN14904_c0_g1_i5.p2.p1, TRINITY_DN14904_c0_g1_i7.p1.p1
OG0000074	SPU_027904, SPU_030187, SPU_030188, SPU_030190, SPU_030191, SPU_030192, SPU_030193, SPU_030194, SPU_030198, SPU_030201	TRINITY_DN142586_c0_g1_i1.p1.p1
OG0000075	SPU_002766, SPU_005215, SPU_008015, SPU_008874, SPU_011264, SPU_011816, SPU_016150, SPU_019053	TRINITY_DN18520_c0_g1_i2.p1.p1, TRINITY_DN22516_c0_g1_i1.p1.p1, TRINITY_DN408725_c0_g1_i1.p1.p1
OG0000076	SPU_000614, SPU_004170, SPU_006655, SPU_006928, SPU_015037, SPU_016709, SPU_021335, SPU_022759, SPU_028108	TRINITY_DN188600_c0_g1_i1.p1.p1, TRINITY_DN79649_c0_g1_i4.p1.p1
OG0000077	SPU_004716, SPU_006280, SPU_008592, SPU_011777, SPU_011780, SPU_012174	TRINITY_DN121366_c0_g1_i2.p1.p1, TRINITY_DN204434_c0_g1_i1.p1.p1, TRINITY_DN30232_c1_g1_i8.p1.p1, TRINITY_DN75633_c0_g1_i1.p1.p1, TRINITY_DN84543_c0_g1_i2.p1.p1
OG0000078	SPU_000124, SPU_000626, SPU_003306, SPU_005601, SPU_006491, SPU_014077, SPU_020134	TRINITY_DN110929_c0_g1_i2.p1.p1, TRINITY_DN13216_c1_g1_i4.p1.p1, TRINITY_DN48051_c0_g1_i3.p1.p1, TRINITY_DN71652_c0_g1_i5.p1.p1
OG0000079	SPU_000201, SPU_005320, SPU_006135, SPU_006802, SPU_007331, SPU_013694, SPU_022343, SPU_026701, SPU_028345, SPU_028634	TRINITY_DN96716_c0_g2_i1.p1.p1
OG0000080	SPU_002768, SPU_002834, SPU_003300, SPU_003334, SPU_007039, SPU_011826, SPU_013341, SPU_026686, SPU_027396	TRINITY_DN147140_c0_g1_i3.p1.p1, TRINITY_DN87984_c0_g1_i7.p1.p1
OG0000081	SPU_003002, SPU_003003, SPU_003004, SPU_007806, SPU_013896, SPU_013897, SPU_013898, SPU_013899, SPU_013900, SPU_013901	TRINITY_DN68341_c0_g1_i1.p1.p1
OG0000082	SPU_003025, SPU_003026, SPU_003027, SPU_003028, SPU_003029, SPU_003030, SPU_012754, SPU_012755, SPU_012756	TRINITY_DN57245_c1_g1_i1.p1.p1, TRINITY_DN57906_c1_g2_i5.p1.p1
OG0000083	SPU_008576, SPU_008577, SPU_008579, SPU_008581, SPU_008582, SPU_008583, SPU_008584, SPU_027601, SPU_027602	TRINITY_DN100479_c0_g1_i1.p1.p1, TRINITY_DN66529_c0_g1_i1.p1.p1
OG0000084		TRINITY_DN100928_c0_g1_i3.p1.p1, TRINITY_DN113417_c0_g1_i4.p1.p1, TRINITY_DN113417_c0_g1_i5.p1.p1, TRINITY_DN121525_c0_g1_i1.p1.p1, TRINITY_DN21732_c0_g1_i1.p1.p1, TRINITY_DN21732_c0_g2_i1.p1.p1, TRINITY_DN21732_c0_g3_i1.p1.p1, TRINITY_DN43050_c0_g1_i3.p1.p1, TRINITY_DN45279_c0_g1_i2.p1.p1, TRINITY_DN52741_c0_g1_i1.p1.p1, TRINITY_DN75194_c0_g1_i2.p1.p1
OG0000085	SPU_001781, SPU_002641, SPU_006371, SPU_008597, SPU_012523, SPU_017054, SPU_019497, SPU_023709, SPU_024649, SPU_025434	
OG0000086	SPU_011383, SPU_023170, SPU_027729	TRINITY_DN15221_c0_g1_i7.p1.p1, TRINITY_DN30914_c1_g1_i2.p1.p1, TRINITY_DN30914_c1_g1_i5.p1.p1, TRINITY_DN30914_c1_g1_i6.p1.p1, TRINITY_DN37614_c0_g1_i1.p1.p1, TRINITY_DN404000_c0_g1_i1.p1.p2, TRINITY_DN45737_c0_g1_i1.p1.p1
